,Unnamed: 0,Unnamed: 0.1,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label,similarity_tfidf,similarity_top_5,similarity_top_100,similarity_top_250
0,225,225,36710,36713,3.90865033712927,9.0,140.0,15.0,0.0,1,1.0,1.0,1.0,1.0
1,1458,1458,34873,34876,2.16404256133344,3.0,16.0,5.0,1.0,1,0.05993690851735016,0.08433734939759036,0.03734439834024896,0.036535859269282815
2,559,559,43665,43672,3.2191411430217003,8.0,81.0,10.0,1.0,1,0.0,0.0,0.0,0.0
3,562,562,117723,31892,0.24524606180983,1.0,2310.0,100.0,0.0,0,0.0,0.0,0.0,0.0
4,9,9,81820,31891,0.0,0.0,21.0,10.0,0.0,0,0.07868020304568528,0.06944444444444445,0.04059040590405904,0.040293040293040296
5,373,373,40979,40980,1.8769895227922202,3.0,1760.0,183.0,0.0,1,0.0,0.0,0.0,0.0
6,664,664,226553,31892,0.169494474237384,1.0,462.0,72.0,0.0,0,0.0,0.0,0.0,0.0
7,879,879,38160,38162,4.207353265600919,11.0,216.0,19.0,0.0,1,0.0,0.0,0.0,0.0
8,855,855,45664,31892,1.6213178847786498,6.0,1584.0,84.0,0.0,0,0.0,0.0,0.0,0.0
9,1293,1293,66029,31891,0.267546386419054,1.0,150.0,52.0,0.0,0,0.0,0.0,0.0,0.0
10,426,426,144683,31891,0.0,0.0,69.0,26.0,0.0,0,0.18936170212765957,0.2553191489361702,0.16332378223495703,0.16101694915254236
11,189,189,160348,31892,0.0,0.0,1122.0,83.0,0.0,0,0.0,0.0,0.0,0.0
12,220,220,72900,31891,0.267546386419054,1.0,84.0,30.0,0.0,0,0.016574585635359115,0.017543859649122806,0.004366812227074236,0.004329004329004329
13,266,266,54926,31892,0.169494474237384,1.0,924.0,79.0,0.0,0,0.0,0.0,0.0,0.0
14,688,688,42312,42317,2.55122623427532,6.0,217.0,32.0,0.0,1,0.12459016393442623,0.16666666666666666,0.06168831168831169,0.060897435897435896
15,515,515,72896,31891,0.0,0.0,21.0,10.0,0.0,0,0.0,0.0,0.0,0.0
16,101,101,106236,31891,0.0,0.0,75.0,28.0,0.0,0,0.07106598984771574,0.07692307692307693,0.034220532319391636,0.033707865168539325
17,7,7,42867,42872,7.25731535758832,24.0,625.0,26.0,0.0,1,0.9358974358974359,1.0,0.9047619047619048,0.9069767441860465
18,300,300,240933,31891,0.506229538510084,2.0,33.0,12.0,0.0,0,0.0625,0.109375,0.044,0.04365079365079365
19,506,506,38007,38009,4.67845494301536,12.0,169.0,14.0,0.0,1,0.0,0.0,0.0,0.0
20,1684,1684,54000,31891,0.0,0.0,183.0,64.0,0.0,0,0.0,0.0,0.0,0.0
21,1027,1027,237930,31892,0.169494474237384,1.0,528.0,73.0,0.0,0,0.0,0.0,0.0,0.0
22,1753,1753,41614,41616,2.48533973823845,4.0,25.0,6.0,1.0,1,0.0,0.0,0.0,0.0
23,974,974,118092,31891,0.0,0.0,192.0,67.0,0.0,0,0.0,0.0,0.0,0.0
24,1627,1627,141156,31892,0.31066746727980604,1.0,858.0,78.0,0.0,0,0.0,0.0,0.0,0.0
25,22,22,94169,31891,0.0,0.0,72.0,27.0,0.0,0,0.07920792079207921,0.11392405063291139,0.034129692832764506,0.03389830508474576
26,1508,1508,66035,31891,0.267546386419054,1.0,57.0,21.0,0.0,0,0.0,0.0,0.0,0.0
27,1447,1447,238503,31892,0.239556115747019,1.0,924.0,79.0,0.0,0,0.0,0.0,0.0,0.0
28,1632,1632,41831,41841,5.60779904600849,17.0,522.0,30.0,0.0,1,0.0,0.0,0.0,0.0
29,1167,1167,153065,31892,0.254334778144042,1.0,1716.0,91.0,0.0,0,0.0,0.0,0.0,0.0
30,1597,1597,83321,31891,0.267546386419054,1.0,45.0,17.0,0.0,0,0.10991379310344827,0.12222222222222222,0.06027397260273973,0.059782608695652176
31,357,357,162157,31892,0.7697243502066441,3.0,462.0,70.0,0.0,0,0.0,0.0,0.0,0.0
32,427,427,261293,31892,0.169494474237384,1.0,330.0,70.0,0.0,0,0.0,0.0,0.0,0.0
33,165,165,31929,31930,8.753657514515659,25.0,884.0,35.0,0.53416149068323,1,1.0,1.0,1.0,1.0
34,524,524,42384,42389,2.5784187624661805,5.0,36.0,7.0,0.0,1,0.0,0.0,0.0,0.0
35,76,76,37553,37555,2.16404256133344,3.0,16.0,5.0,0.0,1,1.0,1.0,1.0,1.0
36,530,530,44146,44158,5.26600563860026,15.0,944.0,60.0,0.0,1,0.0,0.0,0.0,0.0
37,1141,1141,42862,42875,7.312360606232799,24.0,1250.0,51.0,0.0,1,0.0,0.0,0.0,0.0
38,89,89,269893,31892,1.09480540890609,4.0,990.0,77.0,0.0,0,0.0,0.0,0.0,0.0
39,1510,1510,54569,31891,0.0,0.0,69.0,26.0,0.0,0,0.0,0.0,0.0,0.0
40,313,313,43475,43476,0.0,0.0,9.0,10.0,0.5368421052631579,1,0.0,0.0,0.0,0.0
41,1491,1491,238504,31892,0.239556115747019,1.0,1188.0,83.0,0.0,0,0.0,0.0,0.0,0.0
42,1014,1014,37650,37657,2.51105596593884,5.0,36.0,7.0,0.0,1,0.0,0.0,0.0,0.0
43,256,256,35263,35264,1.44269504088896,2.0,9.0,4.0,1.0,1,0.0,0.0,0.0,0.0
44,643,643,41133,44312,4.06917816859334,12.0,345.0,26.0,0.0,1,0.0,0.0,0.0,0.0
45,1296,1296,39752,42619,4.59925116504389,12.0,741.0,58.0,0.0,1,0.0660377358490566,0.0,0.0,0.0
46,390,390,239636,31892,0.169494474237384,1.0,660.0,75.0,0.0,0,0.0,0.0,0.0,0.0
47,837,837,79600,31891,0.0,0.0,72.0,27.0,0.0,0,0.0810126582278481,0.17647058823529413,0.052830188679245285,0.05185185185185185
48,1379,1379,39750,39756,4.45671786674266,12.0,169.0,14.0,0.0,1,1.0,1.0,1.0,1.0
49,1200,1200,269515,31891,0.23868315209103,1.0,60.0,22.0,0.0,0,0.0,0.0,0.0,0.0
50,660,660,45662,31892,0.0,0.0,990.0,81.0,0.0,0,0.0,0.0,0.0,0.0
51,732,732,42874,42879,7.32568395434345,24.0,1550.0,63.0,0.0,1,0.20857142857142857,0.12307692307692308,0.125,0.1262135922330097
52,386,386,128692,31892,0.233075271708509,1.0,594.0,74.0,0.0,0,0.0,0.0,0.0,0.0
53,1185,1185,118084,31891,0.0,0.0,84.0,31.0,0.0,0,0.09569377990430622,0.10126582278481013,0.055944055944055944,0.054982817869415807
54,609,609,153058,31892,0.254334778144042,1.0,1716.0,91.0,0.0,0,0.0,0.0,0.0,0.0
55,218,218,72895,31891,0.0,0.0,21.0,10.0,0.0,0,0.0,0.0,0.0,0.0
56,1631,1631,237931,31891,0.0,0.0,24.0,11.0,0.0,0,0.05774278215223097,0.04918032786885246,0.011904761904761904,0.011764705882352941
57,1371,1371,104012,31891,0.267546386419054,1.0,54.0,20.0,0.0,0,0.11137440758293839,0.15789473684210525,0.06557377049180328,0.06472491909385113
58,1407,1407,141153,31892,0.31066746727980604,1.0,858.0,78.0,0.0,0,0.0,0.0,0.0,0.0
59,1606,1606,44779,44780,1.72175035416459,3.0,16.0,5.0,1.0,1,0.0,0.0,0.0,0.0
60,1471,1471,38234,38235,1.95659338325871,3.0,16.0,5.0,0.0,1,0.0,0.0,0.0,0.0
61,961,961,38161,38162,4.207353265600919,11.0,216.0,19.0,0.0,1,0.0,0.0,0.0,0.0
62,1140,1140,176386,31891,0.23868315209103,1.0,36.0,14.0,0.0,0,0.0,0.0,0.0,0.0
63,3,3,32958,32966,5.32434022085387,15.0,256.0,17.0,0.0,1,0.0,0.0,0.0,0.0
64,341,341,34466,44829,6.7783486071907495,23.0,29520.0,640.0,0.0,1,0.0,0.0,0.0,0.0
65,878,878,258201,31892,0.169494474237384,1.0,198.0,68.0,0.0,0,0.0,0.0,0.0,0.0
66,502,502,60709,31892,0.169494474237384,1.0,1848.0,93.0,0.0,0,0.0,0.0,0.0,0.0
67,463,463,35884,35885,3.08096331182837,7.0,64.0,9.0,0.0,1,0.4908256880733945,0.5147058823529411,0.4381443298969072,0.4381443298969072
68,864,864,42692,42697,5.968119516708291,18.0,1260.0,55.0,0.0,1,0.0,0.0,0.0,0.0
69,600,600,38154,38159,4.15089991748027,11.0,144.0,13.0,0.0,1,0.0,0.0,0.0,0.0
70,1107,1107,42861,42872,7.25731535758832,24.0,625.0,26.0,0.0,1,0.0,0.0,0.0,0.0
71,1244,1244,141150,31891,0.0,0.0,39.0,16.0,0.0,0,0.0,0.0,0.0,0.0
72,1129,1129,164476,31892,0.0,0.0,792.0,78.0,0.0,0,0.0,0.0,0.0,0.0
73,458,458,37418,37419,5.3537078873371104,16.0,493.0,30.0,0.0,1,0.4104627766599598,0.6746411483253588,0.29392712550607286,0.28820269200316706
74,105,105,37402,37416,5.38139958364609,16.0,697.0,42.0,0.0,1,0.0,0.0,0.0,0.0
75,714,714,176396,31891,0.23868315209103,1.0,36.0,14.0,0.0,0,0.12530712530712532,0.2,0.08273381294964029,0.08185053380782918
76,499,499,41143,41146,0.7740486022172199,2.0,9.0,4.0,1.0,1,0.0,0.0,0.0,0.0
